node_id,lon,lat
446,113.336437,23.16441
447,113.335947,23.164388
448,113.335919,23.164152
449,113.336138,23.164083
450,113.336355,23.164107
451,113.336765,23.164176
452,113.337216,23.164342
453,113.33763,23.164607
454,113.338002,23.164915
455,113.335415,23.164242
456,113.335171,23.164368
457,113.335006,23.164479
458,113.334914,23.16468
459,113.334878,23.16477
460,113.334789,23.165032
461,113.334817,23.165384
462,113.334962,23.165655
463,113.335078,23.165792
464,113.335905,23.165977
465,113.335798,23.165861
466,113.335634,23.165663
467,113.335569,23.165436
468,113.335494,23.165127
469,113.335499,23.164749
470,113.335233,23.16471
471,113.336704,23.164757
472,113.336708,23.164959
473,113.336695,23.165006
474,113.336624,23.165251
475,113.336624,23.165453
476,113.336648,23.16567
477,113.3359,23.164689
478,113.336386,23.164946
479,113.34151,23.154877
480,113.341553,23.154883
481,113.341699,23.154902
482,113.34277,23.154932
483,113.342609,23.154734
484,113.341976,23.154728
485,113.342127,23.156206
486,113.3421,23.15623
487,113.342085,23.15626
488,113.342094,23.156304
489,113.342137,23.156329
490,113.342187,23.156319
491,113.342207,23.156284
492,113.342199,23.156244
493,113.342167,23.156201
494,113.342202,23.155728
495,113.342216,23.155617
496,113.342285,23.15555
497,113.342454,23.155548
498,113.342776,23.15555
499,113.342975,23.155533
500,113.343184,23.155459
501,113.342175,23.15568
502,113.342179,23.155624
503,113.342116,23.155555
504,113.341695,23.15552
505,113.341695,23.156232
506,113.342675,23.156331
507,113.342116,23.156562
508,113.340815,23.154075
509,113.340519,23.154135
510,113.340307,23.154242
511,113.340187,23.154336
512,113.340172,23.154371
513,113.340141,23.154446
514,113.340088,23.154644
515,113.339983,23.154676
516,113.339975,23.154685
517,113.339937,23.154727
518,113.339928,23.154766
519,113.339928,23.154817
520,113.339928,23.154851
521,113.340005,23.154911
522,113.340116,23.154908
523,113.340221,23.154843
524,113.340233,23.154769
525,113.340204,23.154726
526,113.340184,23.154695
527,113.34033,23.154872
528,113.339534,23.154718
529,113.340575,23.154012
530,113.34022,23.153986
531,113.339814,23.15396
532,113.339672,23.153899
533,113.339523,23.15373
534,113.339492,23.153679
535,113.339481,23.153605
536,113.339298,23.153674
537,113.338662,23.153821
538,113.336311,23.152548
539,113.336766,23.152607
540,113.337009,23.152639
541,113.337093,23.152663
542,113.337238,23.152704
543,113.33752,23.152729
544,113.337639,23.15274
