edge_id,u,v,walk,car,walk_allowed,car_allowed
719,40,41,54,54,True,True
720,41,40,54,54,True,True
721,50,40,30,30,True,True
722,40,50,30,30,True,True
723,40,36,74,74,True,True
724,36,40,74,74,True,True
725,36,43,145,145,True,True
726,43,36,145,145,True,True
727,22,27,26,26,True,True
728,27,22,26,26,True,True
729,27,33,51,51,True,True
730,33,27,51,51,True,True
731,26,27,67,67,True,True
732,27,26,67,67,True,True
733,75,80,70,70,True,True
734,80,75,70,70,True,True
735,80,83,27,27,True,True
736,83,80,27,27,True,True
737,83,88,24,24,True,True
738,88,83,24,24,True,True
739,88,95,28,28,True,True
740,95,88,28,28,True,True
741,95,107,30,30,True,True
742,107,95,30,30,True,True
743,107,116,25,25,True,True
744,116,107,25,25,True,True
745,116,125,28,28,True,True
746,125,116,28,28,True,True
747,80,81,48,48,True,True
748,81,80,48,48,True,True
749,83,86,51,51,True,True
750,86,83,51,51,True,True
751,88,86,48,48,True,True
752,86,88,48,48,True,True
753,95,101,44,44,True,True
754,101,95,44,44,True,True
755,107,110,46,46,True,True
756,110,107,46,46,True,True
757,123,116,71,71,True,True
758,116,123,71,71,True,True
759,116,118,47,47,True,True
760,118,116,47,47,True,True
761,122,123,26,26,True,True
762,123,122,26,26,True,True
763,123,125,44,44,True,True
764,125,123,44,44,True,True
765,125,124,47,47,True,True
766,124,125,47,47,True,True
767,102,114,33,33,True,True
768,114,102,33,33,True,True
769,114,117,126,126,True,True
770,117,114,126,126,True,True
771,114,108,82,82,True,True
772,108,114,82,82,True,True
773,108,97,92,92,True,True
774,97,108,92,92,True,True
775,86,106,43,43,True,True
776,106,86,43,43,True,True
777,106,115,33,33,True,True
778,115,106,33,33,True,True
779,115,126,41,41,True,True
780,126,115,41,41,True,True
781,126,132,35,35,True,True
782,132,126,35,35,True,True
